"Tumor_T3" "Tumor_T4" "Tumor_T5" "HT1376_1" "HT1376_2" "RT4_1" "RT4_2" "SCABER_1" "SCABER_2" "SW780_1" "SW780_2" "Tumor_T1"
"ENSG00000116983.8" 0.01 0.01 0.01 0 0 0.04 0.1 0.09 0.11 0.11 0 0
"ENSG00000116984.8" 10.17 4.48 6.63 0.62 0.99 12.32 24.09 9.55 32.09 1.6 3.23 3.87
"ENSG00000116985.6" 0.52 0.35 2.26 1.16 0.91 1.2 2.45 1.2 0.76 0.69 1.24 0.64
"ENSG00000116990.9" 7.8 4.97 2.48 9.22 4.65 49.75 69.14 4.2 2.5 4.05 3.81 11.64
"ENSG00000116991.6" 12.11 21.71 3.18 0.03 0.08 9.82 21.33 6.68 4.32 0.04 0.1 3.29
"ENSG00000116996.5" 0 0.01 0.09 0 0 0 0 0 0 0 0 0
"ENSG00000117000.8" 8.77 3.83 5.17 2.5 3.04 13.9 16.53 8.19 17.52 3.48 3.47 2.94
"ENSG00000117009.7" 2.26 0.78 2.62 0.14 0.1 2.51 4.62 1.47 3.2 0.02 0.06 0
"ENSG00000117010.11" 1.23 1.15 0.95 12.28 11.91 1.71 2.74 1.76 3.11 0.57 0.81 0.54
"ENSG00000117013.10" 0.64 0.05 0.2 0.02 0 0.01 0.01 0.26 0.09 0.06 0.1 0.11
"ENSG00000117016.5" 0.87 0.34 0.4 0.1 0.13 0.25 1.06 0.43 0.62 0.47 0.68 0.08
"ENSG00000117020.12" 21.28 1.97 14.25 4.86 5.75 5.61 6.73 0.57 1.32 8.08 11.7 0.92
"ENSG00000117036.7" 16.88 6.73 7 2.6 2.35 27.46 29.93 14.32 17.31 4.96 5.39 10.57
"ENSG00000117054.9" 20.95 9.55 8.34 26.47 15.3 46.58 58.96 74.99 72.48 5.89 2.29 10.31
"ENSG00000117069.10" 9.06 0.35 3.23 8.73 5.3 0.3 0.64 1.31 1.48 0.32 0.84 0.34
"ENSG00000117090.10" 2.59 1.18 1.17 0 0 0 0.05 0 0 0.15 0.1 0
"ENSG00000117091.5" 12.94 4.6 12.93 0.53 1.04 5.95 2.52 0 0 0.66 0.63 0
"ENSG00000117114.15" 15.97 2.51 2.53 0.14 0.06 8.18 15.75 39.92 46.49 0.86 1.27 11.71
"ENSG00000117115.8" 0.85 1.64 0.97 0.88 0.63 0.04 0 2.47 0.49 0.11 0.29 0.03
"ENSG00000117118.5" 20.62 13.41 16.93 197.71 139.5 49.03 49.47 106.37 145.52 75.41 51.51 8.82
"ENSG00000117122.9" 4.8 3.7 13.64 0 0.3 0.12 0 14.77 17.22 0.09 0 6.13
"ENSG00000117133.6" 10.77 5.05 8.8 74.52 56.53 88.04 50.56 51.18 36.53 33.73 25.42 4.66
"ENSG00000117139.12" 17.87 14.78 12.16 5.43 6.06 69.41 91.15 30.92 58.34 15.77 16.32 20.92
"ENSG00000117143.9" 38.42 11.68 17.8 59.77 47.33 14.69 27.85 54.57 58.58 21.04 19.16 3.24
"ENSG00000117148.6" 0 0.03 0 0.92 0.76 0 0 0 0 0 0 0
"ENSG00000117151.8" 5.19 3.4 3.95 4.64 3.19 10.43 11.47 10.03 13.95 7.55 5.16 1.17
"ENSG00000117152.9" 2.33 0.35 3.57 5.85 2.98 0.06 0 0.18 0 0 0 0.53
"ENSG00000117153.11" 7.96 3.66 5.5 9.94 7.55 19.85 19.86 35.43 44.85 13.82 13.53 3.54
"ENSG00000117154.7" 0.64 0.22 0.12 0 0 0 0.05 0 0 0 0 0
"ENSG00000117155.12" 5.69 2.4 5.36 6.84 7.63 20.35 15.01 28.39 33.87 3.32 2.82 1.38
"ENSG00000117174.6" 6.75 2.86 3.17 6.72 9.95 46.23 72.84 33.94 33.52 4.82 5.78 5.75
"ENSG00000117215.10" 0.5 0.35 1.01 0.06 0 0 0 0 0 0 0 0
"ENSG00000117222.9" 4.58 3.29 3.93 4.71 4.47 8.69 10.56 14.09 16.96 4.18 4.23 1.24
"ENSG00000117226.7" 15.72 11.61 32.08 0.61 0.24 70.67 37.4 23.3 22.29 22.15 20.33 15.78
"ENSG00000117228.9" 32.61 76.96 430.56 6.56 9.25 78.51 9.06 55.09 34.75 41.21 38.5 9.65
"ENSG00000117242.7" 0.92 0.64 0.41 0.2 0.07 1.1 1.1 3.63 3.15 0.2 0.51 0.7
"ENSG00000117245.8" 1.09 0.29 0.34 0.16 0.46 0.01 0.08 1.62 0.88 0 0.19 0
"ENSG00000117262.14" 7.84 5.78 11.21 23.66 15.15 12.15 18.01 33.48 46.07 7.05 8.19 5.74
"ENSG00000117266.11" 3.23 3.77 3.76 0.21 0.03 49.97 26.75 33.06 27.34 7.04 10.61 7.84
"ENSG00000117280.8" 9.04 4.64 7.02 0.27 0.51 19.37 17.89 25.78 27.74 8.68 7.49 1.29
"ENSG00000117281.11" 0.12 0.19 0.06 0 0.02 0.32 0.9 0.59 1.38 0.11 0.35 0.02
"ENSG00000117289.7" 168.83 109.58 110.77 5.8 5.82 285.42 167.7 7.72 3.81 100.15 78.12 47.91
"ENSG00000117298.10" 17.36 8.27 17.16 1.66 2.22 25.11 16.51 63.96 59.45 6.17 14.02 11.38
"ENSG00000117305.10" 10.27 4.9 4.77 19.5 14.82 11.22 9.01 14.39 13.11 21.52 18.91 4.7
"ENSG00000117308.10" 13.59 5 7.88 114.63 89.08 55.48 28.47 84.14 46.86 34.85 37.75 7.22
"ENSG00000117318.8" 41.21 15.23 20.1 569.67 368.95 80.57 98.12 112.84 46.29 43.54 27.97 13.26
"ENSG00000117322.12" 0.84 0.26 0.08 0.1 0 0 0 0 0 0.04 0 0
"ENSG00000117335.14" 76.88 28.7 56.36 54.09 38.3 267.18 343.96 235.6 361.22 46.78 36.87 29.2
"ENSG00000117360.8" 13.31 12.36 16.21 11.07 9.93 82.07 50.42 42.81 49.29 3.74 4.4 10.61
"ENSG00000117362.8" 27.84 29.45 27.52 301.64 167.22 111.88 69.76 159.6 105.86 107.13 80.77 5.57
"ENSG00000117385.11" 7.77 4.53 10.64 5.41 5.21 11.48 16.17 27.62 27.04 12.85 13.55 4.73
"ENSG00000117394.15" 46.77 68.76 28.74 438.88 319.44 83.27 38.71 249.53 321.18 98.2 77.25 35.7
"ENSG00000117395.6" 15.18 15.02 18.98 879.7 720.68 146.94 58.9 116.02 104.48 49.3 41.32 12.5
"ENSG00000117399.9" 0.42 8.01 10.64 495.13 482.67 33.48 28.02 91.48 75.79 58.99 51.46 2.47
"ENSG00000117400.10" 0.08 0 0.02 0 0 0.05 0.17 0.13 0.15 0 0.05 0.23
"ENSG00000117407.12" 0.33 1.01 0.43 1.85 1.06 1.82 0.92 60.58 23.22 0.06 0.73 0.1
"ENSG00000117408.6" 4.25 5.13 3.75 9.91 11.81 19.45 23.02 17.59 12.33 10.2 14.08 1.72
"ENSG00000117410.9" 26.9 28.56 26.57 905.04 622.69 89.02 48.37 79.85 42.2 134.53 96.81 2.23
"ENSG00000117411.12" 7.42 6.18 6.46 94.18 69.12 48.52 18.71 89.72 39.5 42.95 51.28 4.36
"ENSG00000117419.10" 11.11 8.24 10.55 164.62 100.77 37.25 29.27 43.16 45.73 80.05 77.25 5.13
"ENSG00000117425.9" 0.6 0.12 0.15 0 0 0.4 0.35 0.12 0.01 0.07 0.4 2.54
"ENSG00000117448.9" 29.59 24.72 24.46 138.53 101.26 76.24 107.33 86.59 48.84 125.8 96.58 16.21
"ENSG00000117450.9" 88.77 86.69 82.4 2563.99 2143.42 248.29 300.15 412.6 494.53 922.83 865.75 32.69
"ENSG00000117461.10" 13.64 4.13 3.79 1.35 0.91 69.55 277.41 5.09 5.62 0.59 0.8 7.85
"ENSG00000117472.5" 83.02 2.95 32.22 299.71 226.03 350.75 461.99 133.54 134.99 241.01 192.68 1.18
"ENSG00000117475.9" 11.9 7.7 10.12 10.35 7.84 20.05 18.06 28.19 37.29 6.33 4.99 2.87
"ENSG00000117477.8" 0.25 0.04 0 0 0.05 0.16 0.23 0.02 0.27 0 0 0.26
"ENSG00000117479.8" 16.43 2.9 2.13 3.44 2.7 17.34 23.41 8.95 8.67 2.39 1.68 2.46
"ENSG00000117480.11" 4.58 2.3 1.77 8.45 8.17 52.98 59.84 5.19 2.78 7.38 7.98 10.31
"ENSG00000117481.6" 6.37 3.16 4.95 15.16 12.66 25.95 16.64 19.45 14.25 11.52 7.8 5.38
"ENSG00000117500.8" 20.52 8.82 12.11 22.88 19.86 48.34 46.67 204.51 240.59 4.93 5.32 17.23
"ENSG00000117501.10" 0.07 0 0.02 0 0 0 0 0 0 0 0 0
"ENSG00000117505.8" 14.99 7.3 12.97 65.46 36.86 62.5 37.52 261.68 235.61 13.87 10.54 3.75
"ENSG00000117507.4" 0 0.29 0.02 0 0 0 0.02 0 0 0 0 0.11
"ENSG00000117519.11" 72.53 10.68 45.05 128.89 77.97 115.08 269.34 106.32 116.61 42.17 28.07 6.34
"ENSG00000117523.11" 38.41 37.44 35.32 10.99 43.09 164.18 160.65 127 177.96 24.36 77.13 36.33
"ENSG00000117525.9" 73.34 9.26 61.29 43.51 55.06 6.76 2.94 863.27 1265.23 178.43 197.29 4.25
"ENSG00000117528.7" 21.67 5.51 7.82 46.35 38.21 37.07 74.57 39.03 58.19 14.04 13.23 12.66
"ENSG00000117533.10" 5.38 2.27 2.47 7.74 5.37 7.58 6.52 12.48 14.29 5.6 3.74 1.84
"ENSG00000117543.15" 7.31 3.31 4.59 57.87 41.3 33.48 23.69 40.47 41.32 31.74 23.62 3.71
"ENSG00000117560.6" 0.71 1.55 3.24 0 0 0 0.02 0 0 0 0 0
"ENSG00000117569.14" 14.65 4.32 11.48 1.52 1.49 14.93 13.32 16.58 21.15 1.2 5.56 5.44
"ENSG00000117586.6" 1.16 1.14 1.96 0.11 0.05 0 0.01 0.29 0.1 0.1 0.18 0
"ENSG00000117592.8" 36.68 27.36 26.47 388.91 371.78 91.68 93.96 209.16 207.28 550.25 483.13 12.68
"ENSG00000117593.8" 4.44 3.09 5.12 18.52 12.06 10.72 18.58 37.64 38.78 6.58 5.12 3.07
"ENSG00000117594.5" 5.79 0.47 1.34 0 0 0 0 0 0.16 0.11 0 0.49
"ENSG00000117595.6" 29.35 22.57 70.54 83.49 66.36 149.16 139.96 139.53 167.82 89.79 81.61 13.29
"ENSG00000117597.13" 2.8 1.83 3.41 3.04 2.67 9.28 8.24 11.02 11.93 1 0.94 1.7
"ENSG00000117598.7" 0.16 0 0.01 0 0 0.05 0.04 0 0.01 0 0 0
"ENSG00000117600.8" 7.37 0.41 0.64 0 0 0 0.01 0 0 0 0 0.03
"ENSG00000117601.9" 0.02 0.02 0.08 0 0 0.03 0.02 0 0.29 0 0 0
"ENSG00000117602.7" 4.14 2.42 2.83 2.79 2.24 5.32 10.84 9.36 22.4 4.44 5.58 6.5
"ENSG00000117614.5" 17.38 9.52 12.04 72.6 127.26 39.34 25.67 55.61 43.44 53.51 48.13 14.11
"ENSG00000117616.13" 44.44 31.79 28.69 5.91 4.67 27.27 46.82 54.47 80.9 3.07 2.22 67.24
"ENSG00000117620.8" 12.22 4.96 6.38 13.02 10.99 12.3 16.81 27.5 36.72 14.03 10.06 3.12
"ENSG00000117625.9" 19.8 12.59 18.94 6.12 3.85 42.61 53.32 31.81 55.99 5.01 5.6 15.21
"ENSG00000117632.16" 12.86 24.65 46.05 378.64 322.08 56.06 148.37 274.43 291.77 102.88 92.37 55.33
"ENSG00000117640.13" 14.63 4.64 4.93 14.84 8.69 21.02 15.97 19.04 15.15 5.08 4.89 7.2
"ENSG00000117643.10" 7.19 1.5 2.06 0.21 0.14 0.14 3.62 0.43 0.1 0.43 0.53 3.28
"ENSG00000117650.8" 0.36 2.65 4.69 25.98 20.04 11.86 12.07 36.93 38.61 9.12 5.62 0.96
"ENSG00000117676.9" 8.44 9.52 7.53 9.32 6.6 11.94 12.08 40.45 50.06 11.61 9.99 9.07
"ENSG00000117682.12" 10.55 8.7 5.94 15.75 10.55 13.82 11.99 21.64 29.12 8.24 9.46 11.28
"ENSG00000117691.5" 23.64 12.79 11.2 116.39 90.88 16.53 12.65 29.81 21.97 269.68 246.55 6.25
"ENSG00000117697.10" 9.29 3.74 7.08 18.31 8.29 22.11 16.86 32.8 32.35 13.38 10.85 3.87
"ENSG00000117707.11" 1.32 0.11 0.13 0 0.01 0.3 3.01 0.1 0.3 0.02 0.06 0.2
"ENSG00000117713.13" 11.28 14.97 7.46 0.71 1.72 31.07 35.79 81.62 78.16 2.66 3.54 18.17
"ENSG00000117724.8" 0.63 7.99 17.44 4.09 14.12 36.37 23.53 84.12 79.06 2.63 6.16 2.19
"ENSG00000117748.5" 11.82 6 7.24 54.49 29.36 35.03 35.15 57.71 50.91 11.61 9.24 6.04
"ENSG00000117751.13" 10.92 6.16 6.72 24.53 16.46 49.97 41.92 41.92 43.81 8.16 7.09 5.19
"ENSG00000117758.9" 21.36 8.14 11.58 9.01 6.19 31.47 31.61 27.54 30.25 9.9 9.77 15.47
"ENSG00000117791.11" 4.55 1.8 1.96 4.55 3.88 14.96 21.7 11.09 10.06 7.9 7.89 2.25
"ENSG00000117834.8" 0.11 0.05 0 0 0 0.02 0.94 0.02 0.08 0 0 0.38
"ENSG00000117859.14" 24.89 8.04 17.53 33.12 27.02 66.16 73.63 72.28 79.89 29.63 28.69 11.32
"ENSG00000117862.7" 13.59 7.35 13.69 60.15 57.01 41.63 51.27 56.27 69.77 54.5 49.52 4.48
"ENSG00000117868.11" 37.77 7.54 18.53 18.04 17.46 32.88 28.15 66.3 68.5 11.74 11.11 4.87
"ENSG00000117877.6" 0.84 3.63 5.57 4.15 34.46 25.96 12.08 23.03 17.89 5.53 14.42 2.44
"ENSG00000117899.6" 8.11 4.81 6.94 13.22 20.97 24.62 23.84 25.45 20.6 14.52 18.77 7.36
"ENSG00000117906.9" 18.9 10.5 12.4 40.21 23.85 84.67 150.58 54.85 55.04 29.35 17.64 8.29
"ENSG00000117971.7" 0.01 0.14 0 0 0 0 0.17 0.61 0.32 0.17 0.07 0.2
"ENSG00000117983.13" 0.01 0.19 0 0 0 0 0.01 0 0.26 0.01 0 0
"ENSG00000117984.8" 128.41 131.59 142.21 647.6 501.52 666.74 398.45 679.2 283.37 95.29 108.18 95.51
"ENSG00000118004.13" 4.34 0.18 0.37 0.34 0.37 0 0.16 1.89 0.56 0 0 0
"ENSG00000118007.8" 19.1 12.64 13.36 5.2 5.14 19.49 23.03 16.14 27.55 1.29 1.15 7.64
"ENSG00000118017.3" 0 0 0.07 0 0 0.05 0.02 0 0 0 0 0
"ENSG00000118046.10" 12.29 12.08 7.03 12.17 9.88 89.93 57.87 64.61 48.06 23.65 35.18 7.31
"ENSG00000118058.16" 15.83 6.76 16.4 2.13 6.07 26.91 30.27 15.23 22.75 3.53 4.17 10.03
"ENSG00000118094.7" 0 0 0 0.01 0.21 0.03 0.14 0 0.02 0.44 0.25 0.08
"ENSG00000118096.3" 4.96 2.34 3.36 3.82 2.19 26.92 20.05 17 20.16 10.31 8.47 2.33
"ENSG00000118113.7" 0 0.09 0.03 0 0 0 0 0 0.01 0 0 0.1
"ENSG00000118137.5" 0 0 0.1 0 0 0 0 0 0.03 0 0 0
"ENSG00000118156.8" 0.04 0.02 0.09 0 0 0 0.06 0 0.01 0 0 0
"ENSG00000118160.9" 0.15 0.09 0.17 0 0 0.29 0.07 0.3 0 0.05 0 0
"ENSG00000118162.9" 1.66 3.45 2.39 3.59 4.65 27.5 16.45 9.6 11.93 23.9 21.04 1.34
"ENSG00000118181.6" 273.1 85.57 183.39 3112.48 2707.01 1227.69 776.69 789.44 429.62 2654.77 2206.73 118.5
"ENSG00000118193.7" 0.23 1.49 2.98 2.21 4.64 2.8 4.92 14.31 33.86 1.17 1.29 0.19
"ENSG00000118194.14" 3.41 0.95 0.95 0 0 0.42 0.68 1.38 0.4 0.12 0.03 0.45
"ENSG00000118197.9" 7.17 4.56 6.61 17.94 22.7 21.53 13 24.59 22.12 12.81 12.58 2.79
"ENSG00000118200.10" 13.26 4.35 9.76 8.01 33.66 40.43 24.17 52.76 121.42 10.4 10.58 6.09
"ENSG00000118217.5" 11.85 7.33 8.26 6.93 9.35 19.65 18.91 26.16 64.97 3.71 3.83 2.56
"ENSG00000118231.4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118242.11" 2.64 5.42 2.85 2.58 1.44 14.36 16.69 9.38 10.79 0.76 1.19 3.27
"ENSG00000118245.2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118246.9" 13.06 3.97 6.53 16.53 10.13 30.09 26.63 20.09 24.86 8.8 5.12 2.79
"ENSG00000118257.12" 22.06 3.2 16.78 0.08 0.04 0.6 0.82 55.16 54.39 0.29 0.55 2.96
"ENSG00000118260.10" 17.76 9.23 11.48 2.81 2.58 39.87 68.18 28.22 52.28 2.89 4.6 13.95
"ENSG00000118263.10" 9.91 3.22 8.38 1.04 1.44 4.89 14.85 21.36 72.71 5.34 7.12 3.7
"ENSG00000118271.5" 0 0 0 0 0.11 0 0 0 0 0 0 0
"ENSG00000118276.7" 2.08 0.33 0.4 1.83 1.8 2.41 6.29 3.27 8.09 2.88 1.69 1.13
"ENSG00000118292.4" 7.38 1.77 5.43 0.63 0.57 4.03 3.42 1.67 1.07 0.45 1.12 1.89
"ENSG00000118298.6" 0 0.07 0.05 0.14 0.12 0.36 0.59 0.68 1.16 0.46 1.06 0
"ENSG00000118307.14" 0.53 0.18 0.11 0.1 0 0.02 0.29 0.8 0.58 0.17 0.25 0
"ENSG00000118308.10" 11.88 4.13 3.57 0.14 0.12 28.69 143.28 0.31 0.02 3.52 3.17 10.64
"ENSG00000118322.8" 2.46 7.66 0 0 0 0.11 0.16 0.02 0.08 0 0 1.6
"ENSG00000118363.7" 42.73 22.55 29.33 140.73 162.72 142.06 78.05 194.83 199.14 156.95 124.24 30.02
"ENSG00000118369.8" 2.01 1.22 2.7 0.27 0.14 3.35 4.18 6.65 5.74 0.75 0.94 1.59
"ENSG00000118402.5" 0.84 0.2 0.13 6.26 5.84 0.01 0.09 0.63 0.57 3.09 3.25 0.22
"ENSG00000118407.10" 8.39 0.23 0.92 0 0.02 1.14 1.02 0.01 0.04 0 0 0.23
"ENSG00000118412.8" 6.25 5.83 5.79 2.64 7.85 5.71 11.47 10.31 19.19 6.07 6.24 3.43
"ENSG00000118418.10" 16.23 17.37 8.71 60.92 66.15 37.05 55.54 59.01 48.24 53.87 59.08 7.56
"ENSG00000118420.12" 2.27 1.79 1.44 4 2.38 3.17 6.04 3.53 5.52 2.58 2.08 3.08
"ENSG00000118432.11" 0.76 0.19 0.05 0.03 0.16 0.44 0.1 0.04 0 0 0 0.08
"ENSG00000118434.4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118454.8" 10.44 5.86 6.86 4.9 4.14 17.84 21.81 22.3 30.47 2.69 2.85 4.06
"ENSG00000118473.17" 5.9 1.8 5.57 13.03 19.34 0 0.02 0.14 0 0 0 0.43
"ENSG00000118482.7" 22.97 9.87 12.86 2.83 10.31 27.21 27.19 29.62 55.27 2.84 5.19 8.46
"ENSG00000118491.7" 0.09 0.12 0 0 0 0 0 0.11 0.17 0 0 0
"ENSG00000118492.12" 0.07 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118495.14" 18.4 3.47 3.41 0 0 1.28 0.35 7.23 5.82 1.45 1.77 0.76
"ENSG00000118496.4" 5.9 2.07 2.57 4.58 3.16 3.94 3.69 5.37 7.62 1.71 1.4 0.77
"ENSG00000118503.10" 145.64 18.03 86.67 6.4 4.68 44.7 7.5 83.28 83.42 12.25 10.52 4.42
"ENSG00000118507.11" 4.45 1.04 1.56 0.09 0.09 27.84 30.88 3.08 1.71 2.26 1.83 0.83
"ENSG00000118508.4" 10.68 2.06 8.06 59.78 32.91 35.88 9.02 32.97 27.82 19.89 9.73 1.08
"ENSG00000118513.14" 1.2 1.41 0.56 0.77 0.57 0.36 10.55 0.38 0.43 0.63 1.24 2.37
"ENSG00000118514.9" 0.31 0.2 0.75 0 0 0.11 1.71 0.29 0.44 0.06 0 0.27
"ENSG00000118515.7" 79.52 50.43 37.82 17.17 12.66 20.02 3.85 50.31 61.57 19.28 14.52 2.35
"ENSG00000118518.11" 19.44 5.41 8.59 10.2 8.06 26.07 19.58 18.08 20.92 4.37 5.53 3.75
"ENSG00000118520.9" 0.62 0.19 0 0.06 0 0 0.25 0.03 0.29 0 0 0
"ENSG00000118523.5" 226.46 3.15 87.66 3.09 3.14 0.34 0 25.06 19.68 17.49 15.78 4.28
"ENSG00000118526.6" 11.17 0.45 0.47 0 0 0 0 0 0 0 0 0.08
"ENSG00000118557.11" 0.46 1.44 0.07 0.03 0 0.73 4.4 0.52 0.63 0 0.24 2.67
"ENSG00000118564.10" 40.3 14.9 22.1 26.35 15.94 27.19 25.8 13.97 22.21 16.6 12.72 11.49
"ENSG00000118579.7" 8.64 6.32 4.64 65.06 40.51 22.12 13.42 22.76 12.76 24.42 17.32 1.87
"ENSG00000118596.7" 14.99 3.2 3.48 0.09 0.02 12.97 2.57 1.12 0.68 0.71 0.66 0.19
"ENSG00000118600.7" 6.09 4.81 3.31 21.63 17.4 25.12 18.94 18.83 16.25 7.49 8.62 4.73
"ENSG00000118620.8" 5.86 5.11 4.39 2.15 6.01 8.69 15.84 3.85 3.54 2.48 4.89 7.1
"ENSG00000118640.6" 34.55 31.44 29.02 269.6 228.09 82.06 99.11 136.88 138 335.01 265.62 23.06
"ENSG00000118655.4" 1.33 1.49 2.62 8.58 5.54 3.13 3.03 7.71 6.51 3.34 2.33 0.3
"ENSG00000118680.8" 85.97 55.1 91.7 541.76 436.69 400.46 425.83 271.44 501.94 775.2 664.04 56.62
"ENSG00000118689.10" 16.91 8.38 6.59 4.74 10.49 26.3 42.38 25.02 38.21 8.19 9.94 3.75
"ENSG00000118690.8" 2.82 0.96 1.6 1.78 0.5 3.11 5.65 2.66 5.62 0.44 0.68 0.31
"ENSG00000118702.5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118705.12" 49.48 59.12 40.34 95.88 186.07 193.67 174.87 390.42 346.01 135.78 121.2 21.65
"ENSG00000118707.5" 3.96 3.17 4.01 1.64 2.12 33.99 25.6 27.62 21.8 4.6 4.97 3.86
"ENSG00000118729.10" 18.89 0.03 0.89 0 0 0.04 0 0.68 0.54 0 0 0
"ENSG00000118733.12" 0 0 0 0 0 0 0.08 0 0.02 0 0 0
"ENSG00000118762.3" 14.88 2.99 7.48 3.14 2.45 13.03 20.22 7.51 11.37 1.12 1.46 3.15
"ENSG00000118777.6" 3.02 0.32 0.74 197.59 130.95 2.03 2.32 3.38 5.96 1.27 1.13 0.07
"ENSG00000118785.9" 2.7 8.12 83.65 3.48 2.48 1.13 2.36 0.67 0.8 12.93 11.58 0.66
"ENSG00000118804.7" 5.53 0.45 1.63 4.03 2.58 2.88 1.27 1.82 0.76 3.5 2.5 1.09
"ENSG00000118816.5" 115.34 37.41 54.33 70.05 92.39 141.49 290.37 90.45 156.93 80.81 82.26 34.74
"ENSG00000118849.5" 62.88 13.82 5.33 23.6 14.83 9.52 9.33 0.88 0.49 0 0 5.38
"ENSG00000118855.14" 48.22 27.36 26.88 48.39 37.65 18.58 24.74 29.44 24.96 5.62 3.95 4.06
"ENSG00000118873.11" 11.63 7.91 9.12 3.85 6.86 17.87 23.36 29.8 61.67 10.02 9.74 3.97
"ENSG00000118894.10" 2.15 1.16 1.03 13.18 9.14 11.44 7.01 11.58 11.59 3.56 3.52 0.81
"ENSG00000118898.11" 11.82 16.59 2.23 1.29 1.91 26.74 10.08 118.5 79.51 18.63 40.61 42.04
"ENSG00000118900.10" 5.84 7.86 3.36 5.22 25.32 20.15 19.6 37.45 32.97 6.95 14.85 4.5
"ENSG00000118903.6" 0 0 0 0 0 0 0.07 0 0 0 0 0.22
"ENSG00000118922.12" 7.54 1.12 4.68 0 0 0.06 0.92 1.94 3.04 0.29 0.21 0.69
"ENSG00000118939.13" 8.43 16.88 9.65 257.26 209.39 61.48 35.73 63.12 61.69 42.26 33.97 8.71
"ENSG00000118946.7" 4.93 0.92 1.63 0.01 0 0.02 0.23 0.12 0.25 0.01 0 0.77
"ENSG00000118960.8" 9.03 3.36 4.68 6.35 3.81 23.02 17.17 17.14 6.65 9.8 10.74 2.38
"ENSG00000118961.10" 7.22 3.27 4.13 8.54 6.07 24.67 29.83 10.72 12.21 4.86 4.52 2.27
"ENSG00000118965.10" 5.36 0.97 2.19 0.63 0.38 4.91 6.21 5.97 12.27 0.73 0.62 1.38
"ENSG00000118971.3" 47.91 9.87 14.27 0.31 0.41 83.16 86.78 3.72 2.17 0.11 0.18 2.3
"ENSG00000118972.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118976.5" 0.04 0.06 0 0 0 0.06 0.62 0.04 0.92 0 0 0.05
"ENSG00000118985.10" 42 22.68 22.92 2.38 2.5 30.91 43.1 45.99 136.7 7.34 6.59 2.17
"ENSG00000118990.5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118997.9" 1.56 0.08 0.28 0.12 0.24 0.25 0.63 0.21 0.69 0 0.09 0.19
"ENSG00000119004.10" 9.96 2.84 5.17 7.15 6.02 10.98 16.25 10.64 20.75 3.97 4.26 2.02
"ENSG00000119013.4" 20.44 11.96 14 152.02 121.71 47.75 85.74 33 85.11 87.14 61.89 5.67
"ENSG00000119041.6" 11.92 7.33 12.11 8.03 6.56 43.24 60.91 22.53 58.05 5.51 4.03 9.89
"ENSG00000119042.12" 1.93 0.28 2.16 0.01 0.04 3.17 4.69 5.19 6.79 0.64 0.7 1.05
"ENSG00000119048.3" 22.54 10.77 18.52 202.54 196.02 99.18 86.11 109.34 130.3 103.15 76.46 8.83
"ENSG00000119121.17" 0.43 0.45 0.09 0.2 0.06 2.18 3.05 0.05 0.05 0.02 0 0.1
"ENSG00000119125.12" 1.28 0.83 0.69 18.88 19.79 1.49 12.54 11.78 13.28 21.79 16.5 5.35
"ENSG00000119138.3" 19.18 1.96 6.93 2.61 2.64 0.54 0.9 1.65 0.09 2.39 1.89 0.8
"ENSG00000119139.12" 34.67 6.88 16.81 9.35 9.8 134.57 126.94 53.65 28.8 16.1 16.55 35.27
"ENSG00000119147.5" 6.09 0.04 0.19 0 0 0 0 0 0 0 0 0
"ENSG00000119185.8" 16.12 7.89 9.86 63.86 53.35 29.79 31.87 64 71.77 118 92.18 9.83
"ENSG00000119203.9" 9.49 6.59 8.42 50.83 49.2 41.64 45.2 36.03 47.48 15.24 13.17 6.25
"ENSG00000119227.3" 1.85 1.54 0.57 0.33 0.05 11.41 13.89 5.52 2.18 0.93 2.07 3.62
"ENSG00000119231.6" 15.11 13.74 11.34 5.2 4.07 11.96 27.09 20.78 48.7 5.75 6.64 6.35
"ENSG00000119242.4" 5.9 2.89 4.5 1.66 0.84 43.49 33.7 27.31 17.75 13.55 26.01 6.18
"ENSG00000119280.12" 16.46 5.8 8.77 7.29 4.95 22.71 29.8 12.85 12.32 6.91 7.78 14.46
"ENSG00000119283.11" 0 0 0.01 0 0 0.02 0.02 0.02 0.01 0 0 0.02
"ENSG00000119285.6" 9.79 7.27 7.23 5.63 4.09 23.22 38.33 34.53 89.04 3.91 4.1 4.45
"ENSG00000119314.11" 28.97 18.3 26.53 21.75 16.11 45.62 58.74 77.54 146.39 15.33 12.66 12.74
"ENSG00000119318.8" 34.93 18.5 30.06 85.38 66.36 353.88 128.31 304.13 222.78 34.88 33.22 20.45
"ENSG00000119321.4" 9.25 6.69 12.27 1.17 1.89 17.04 16.78 26.63 30.33 2.5 5.21 4.66
"ENSG00000119326.10" 9.13 1.05 9.22 211.32 202.51 9.72 12.03 116.3 114.93 60.69 43.8 5.25
