"Tumor_T3" "Tumor_T4" "Tumor_T5" "HT1376_1" "HT1376_2" "RT4_1" "RT4_2" "SCABER_1" "SCABER_2" "SW780_1" "SW780_2" "Tumor_T1"
"ENSG00000060642.6" 5.06 1.82 1.93 20.36 13.88 4.08 3.59 14.69 12.36 4.99 3.4 1.42
"ENSG00000060656.15" 7.48 1.08 6.62 6.16 6.03 80.48 115.94 59.72 39.41 5.56 6.32 13.9
"ENSG00000060688.8" 12.41 10.89 9.15 62.78 44.13 51.28 43.9 48.46 49.29 10.9 9.85 6.32
"ENSG00000060709.9" 0.44 0.12 0.26 0 0 0.01 0.27 0.06 0 0 0.02 0.35
"ENSG00000060718.14" 0.07 0.33 8.69 0 0.01 0 0 0.3 3.08 0 0.01 0.03
"ENSG00000060749.10" 9.72 6.98 10.94 5.76 6.36 14.29 24.05 15.84 24.63 1.28 1.36 6.72
"ENSG00000060762.14" 13.89 5.9 4.53 16.35 10.12 9.6 7.81 31.52 24.26 36.06 28.07 4.04
"ENSG00000060971.13" 22.85 10.57 10.76 39.26 25.3 81.51 90.02 24.37 25.33 52.65 54.38 18.2
"ENSG00000060982.10" 8.16 1.07 9.24 1.61 1.37 53.9 6.36 41.97 45.62 4.98 4.95 1.8
"ENSG00000061273.13" 13.95 8.91 10.49 3 1.85 80.2 47.27 66.97 32.97 18.16 26.92 23.83
"ENSG00000061337.11" 0.8 0.59 1.46 0 0 0.45 0.37 0.13 0.06 0.01 0 0.55
"ENSG00000061455.10" 5.7 0.13 0.87 0 0 2.55 2.94 0.13 0.08 0.01 0.01 0.02
"ENSG00000061492.7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000061656.5" 1.47 6.84 2.48 1.56 0.7 4 4.36 2.97 4.29 17.52 16.14 4.3
"ENSG00000061676.10" 52.09 15.53 26.41 21.15 17.48 89.95 87.11 91.77 176.75 22.96 19.75 9.52
"ENSG00000061794.8" 10.39 10.41 5.8 12.4 10.49 123.12 66.84 95.9 86.88 32.16 26.1 4.82
"ENSG00000061918.8" 4.88 0.95 3.74 0.02 0.07 2.83 2.79 0 0 2.09 1.18 0.16
"ENSG00000061936.5" 10.29 10.8 6.43 5.48 17.54 52.53 52.9 35.21 41.77 13.96 26.61 12.59
"ENSG00000061938.12" 7.68 11.44 7.79 2.25 1.65 55.13 69.8 25.59 25.87 25.89 38.13 37.29
"ENSG00000061987.10" 33.31 18.63 19.39 2.17 1.63 19.73 34.29 15.47 27.49 2.58 2.12 4.52
"ENSG00000062038.9" 2.71 32.47 44.42 19.99 15.66 132.51 99.05 508.65 721.38 122.48 171.34 12.04
"ENSG00000062096.10" 0.24 0.2 0 0 0 0 0.02 0 0 0 0 0
"ENSG00000062194.11" 33.69 17.92 23.54 12.97 15.11 56.98 78.33 76.48 104.47 20.7 22.94 12.82
"ENSG00000062282.10" 3.46 3.17 2.44 8.33 6.26 19.39 10.55 15.07 12.27 18.36 15.68 4.19
"ENSG00000062370.12" 2.27 1.3 2.72 0.65 0.69 6.65 9.25 4.45 4.56 0.4 0.78 1.04
"ENSG00000062485.14" 26.94 18.98 21.54 45.36 26.07 127.49 164.34 122.4 116.92 33.99 39.18 17.39
"ENSG00000062524.11" 0.43 0.18 0.09 0 0 0.29 0.57 0.07 0.05 0 0 0
"ENSG00000062582.9" 13.23 12.92 14.11 407.82 290.69 100.5 34.67 153.84 64.11 307.98 229.6 4.75
"ENSG00000062598.13" 8.93 6.81 10.27 5.09 4.72 30.55 28.57 21.99 22.28 14.47 18.95 3.5
"ENSG00000062650.13" 16.68 8.48 14.05 10.58 12.54 26.9 29.33 18.29 25.22 6.04 4.18 10.53
"ENSG00000062716.6" 279.4 60.82 311.71 43.27 32.88 110.33 141.86 193.54 264.77 51.49 41.22 28.6
"ENSG00000062725.5" 11.82 3.42 4.31 3.46 3.66 25.37 27.87 14.56 20.22 4.18 2.69 2.23
"ENSG00000062822.8" 3.14 8.28 11.34 18.13 24.27 15.29 17.03 40.98 17.62 14.67 31.53 5.16
"ENSG00000063015.15" 0 0.04 0.06 0 0 0 0.13 0 0.24 0 0.02 0
"ENSG00000063046.13" 109.15 36.15 48.43 25.07 24.77 255.6 443.98 330.66 478.88 47.02 74.79 96.32
"ENSG00000063127.11" 0.24 0.15 0.33 0 0.03 0 0.03 0.08 0.09 0 0 0
"ENSG00000063169.6" 1.19 3.35 2.53 0.64 0.18 16.67 10.54 9.63 6.02 2.09 5.33 1.84
"ENSG00000063176.11" 2.17 2.17 1.85 1.9 1.55 4.55 3.97 4.89 2.29 2.85 3.69 8.68
"ENSG00000063177.8" 377.64 242.35 319.83 2677.91 2246.73 1845.8 1194.12 1307 658.06 6678.13 6414.06 242.79
"ENSG00000063180.4" 1.08 1.35 0.9 3.03 1.4 3.59 2.93 2.45 2.31 0.69 1.74 0.21
"ENSG00000063241.3" 11.19 12.99 9.86 35.21 28.19 102.92 28.28 46.41 16.9 82.83 77.88 9.97
"ENSG00000063244.8" 24.63 38.71 27.94 63.82 40.6 363.72 210.01 156.66 122.87 41.72 47.84 39.09
"ENSG00000063245.10" 8.86 17.35 12.26 5.77 5.07 76.19 54.85 94.1 66.99 61.61 116.81 8.86
"ENSG00000063322.9" 6.61 4.42 5.6 6.19 6.19 55.1 30.65 38.47 18.99 19.86 16.69 4
"ENSG00000063438.12" 0.68 0.51 0.52 0.01 0.01 0.35 0.32 2.24 1.5 0.9 1.97 0.63
"ENSG00000063515.2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000063587.12" 3.26 2.65 3.37 0.9 0.7 4.89 6 7.19 6.8 2.55 2.26 0.67
"ENSG00000063601.12" 11.45 9.94 13.76 6.09 4.54 31.65 32.28 58.94 101.81 8.31 9.06 5.21
"ENSG00000063660.4" 11.45 9.49 5.53 6.05 6.26 74.83 85.29 136.5 186.47 45.69 84.23 21.8
"ENSG00000063761.11" 1.82 1.72 1.43 4.81 3.51 11.86 8.79 6.23 3.91 0.2 0.79 1.38
"ENSG00000063854.8" 10.45 8.12 5.75 63.64 53.48 25.32 18.63 35.77 14 55.31 67.52 8.09
"ENSG00000063978.11" 17.81 11.85 14.62 13.73 8.9 43.85 41.61 30.72 32.66 4.43 5.34 13.9
"ENSG00000064012.17" 13.7 9.37 11.55 7.3 12.98 50.88 68.47 22.85 39.84 8.48 11.02 19.46
"ENSG00000064042.13" 25.33 2.07 2.28 3.25 7.19 182.27 129.06 6.09 3.76 29.9 36.46 43.52
"ENSG00000064102.10" 6.19 11.6 19.62 19.83 29.64 56.58 41.71 69.66 66.28 49.45 41.46 5.63
"ENSG00000064115.6" 27.35 18.85 55.54 11.78 7.27 131.58 99.55 49.7 84.84 59.89 43.66 7.93
"ENSG00000064195.7" 0.01 0.77 0 0.4 0.33 0.7 1.76 12.1 7.04 0 0 0.21
"ENSG00000064199.2" 2.5 0.64 2.42 13.08 13.6 5.45 9.7 3.17 3.96 21.63 20.85 1.79
"ENSG00000064201.11" 0.53 0.56 0.95 0 0 0 0.09 0 0.31 0 0 0
"ENSG00000064205.6" 3.92 0.04 0.72 0 0 0.07 0.2 12.57 3.84 0.19 0.07 0.16
"ENSG00000064218.4" 0 0.01 0.02 0 0 0 0 0.04 0.02 0 0 0
"ENSG00000064225.8" 2.63 1.18 2.84 4.21 3.51 0 0.19 0.44 2.5 0.8 0.21 0.37
"ENSG00000064270.8" 4.73 6.22 0.16 0.11 0.92 41.91 26.01 2.49 5.62 2.01 3.15 2.57
"ENSG00000064300.4" 2.31 0.31 0.21 1.21 0.73 4.03 0.1 27.9 9.07 3.74 7.84 0.15
"ENSG00000064309.10" 6.97 1.23 1.46 0.95 0.44 0.5 2.22 0.81 1.08 0.94 0.58 0.47
"ENSG00000064313.7" 16.89 10.16 16.53 5.03 2.95 36.31 37.18 32.44 56.42 5.81 3.98 15.47
"ENSG00000064393.11" 5.22 5.21 3.21 0.01 0.06 1.14 5.84 13.9 32.98 0.73 1.28 6.09
"ENSG00000064419.9" 11.42 7.5 10.35 7.88 10.05 39.05 35.2 37.44 33.15 7.64 8.73 5.71
"ENSG00000064489.17" 1.61 1.16 0.93 5.58 1.42 12.95 3.07 12.8 3.03 1.49 2.16 4.21
"ENSG00000064490.9" 12 11.42 12.85 96.29 82.1 73.77 51.67 44.45 29.05 130.33 138.81 8.65
"ENSG00000064545.10" 3.76 5.39 3.48 18.79 18.54 26.39 10.44 25.85 10.76 24.42 24.36 3.52
"ENSG00000064547.9" 4.26 4.86 2.04 10.29 8.48 49.4 29.99 28.98 12.96 6.45 6.7 10.29
"ENSG00000064601.12" 26.27 20.88 31.86 38.42 28.79 92.4 156.77 153.54 132.21 58.47 72.36 12.4
"ENSG00000064607.12" 14.18 15.14 14.72 3.22 2.03 47.57 54.44 28.71 29.26 8.41 13 12.95
"ENSG00000064651.9" 15.73 2.52 5.76 7.26 7.33 15.81 28.88 10.04 21.99 1.94 2.02 4.41
"ENSG00000064652.6" 6.74 1.94 4.23 12.96 8.6 21.53 9.85 6.46 8.42 23.38 15.45 0.83
"ENSG00000064655.14" 2.84 2.88 3.77 0 0 0 0.05 0.23 0.07 0.71 0.78 4.92
"ENSG00000064666.10" 35.79 32.05 35.2 55 40.64 272.77 242.52 269.96 225.23 177.52 237.82 20.62
"ENSG00000064687.8" 4.59 10.67 4.14 1.46 2.85 25.91 10.09 19.39 8.21 3.63 5.98 8.09
"ENSG00000064692.14" 3.02 1.96 0.42 0 0 76.14 40.72 1.63 2.69 0.56 0.7 0.33
"ENSG00000064703.7" 3.66 2.04 3.64 6.1 4.29 12.28 12.28 17.52 18.03 4.04 3.25 2.21
"ENSG00000064726.5" 19.72 6.56 13.47 16.09 10.12 105.05 115.35 50.59 61.88 6.95 4.65 4.78
"ENSG00000064763.6" 5.2 1.74 2.24 4.24 5.6 7.88 13.79 1.01 1.73 0.49 1.16 8.67
"ENSG00000064787.8" 20.78 0.65 0.2 0.02 0 83.93 137.68 0.06 0.23 8.38 17.4 74.69
"ENSG00000064835.6" 0.04 0 0 0 0 0 0.08 0 0.02 0.05 0.19 0.14
"ENSG00000064886.9" 2.98 2.7 5.28 0.22 0.3 0.42 0.67 0 0.08 0.59 0.54 0.5
"ENSG00000064932.11" 10.17 23.67 18.95 2.47 2.53 45.05 19.63 69.78 37.09 13.75 26.54 7.97
"ENSG00000064933.12" 7.9 4.24 5.23 3.62 3.12 11.9 25.42 13.37 28.87 3.24 2.4 3.42
"ENSG00000064961.14" 10.87 15.09 11.03 65.78 51.77 83.95 94.96 78.72 73.71 68.39 78.17 20.2
"ENSG00000064989.8" 15.93 2.23 3.61 0 0.17 0 0.1 0.49 0.39 0.29 0.49 0.78
"ENSG00000064995.12" 6.6 7.2 7.89 38.16 34.49 14.6 19.32 21.38 22.38 24.73 18.23 2.72
"ENSG00000064999.12" 8.09 4.79 4.46 1 0.9 41.41 25.73 15.6 12.73 2.12 2.96 7.09
"ENSG00000065000.11" 14.93 19.48 13.58 3.83 10.95 157.97 95.49 145.78 113.04 12.53 24.07 18.13
"ENSG00000065029.10" 6.34 5.76 6.47 4.35 4.89 35.13 27.36 12.75 12.16 1.47 2.95 4.84
"ENSG00000065054.9" 8.97 5.41 4 1.99 2.6 2.64 2.39 26.62 17.66 15.18 25.56 4.51
"ENSG00000065057.3" 5 2.57 1.53 52.85 60.61 4.77 3.11 13.28 4.92 29.35 36.14 3.67
"ENSG00000065060.12" 3.03 3.85 4.92 0.87 1.16 19.07 8.17 16.05 19.67 2.58 2.63 1.48
"ENSG00000065135.7" 20.36 11.3 15.68 41.59 31.78 41.98 51.23 136.29 225.98 41.94 30.67 5
"ENSG00000065150.14" 31.27 15.64 21.11 39.36 28.36 49.36 77.4 106.39 193.67 47.5 37.42 12.98
"ENSG00000065154.7" 26.48 12.72 6.67 26.74 19.01 11.97 3.06 173.72 165.89 67.61 41.81 0.46
"ENSG00000065183.11" 6.01 3.73 3.11 5.62 4.16 40.09 28.65 43.65 47.22 1.91 1.55 1.44
"ENSG00000065243.14" 27.43 9.07 16.47 5.04 5.19 65.18 128.73 31.77 50.47 8.93 6.44 15.99
"ENSG00000065268.6" 5.56 10.63 5.46 78.88 82.43 57.69 13.56 60.57 25.11 108.42 97.74 6.33
"ENSG00000065308.4" 7.09 5.36 6.34 4.51 3.31 5.79 5.3 40.9 39.78 3.94 4.39 0.49
"ENSG00000065320.4" 4.38 0.61 1.48 0 0 1.05 0.39 0.17 0.11 0.3 1.12 0.04
"ENSG00000065325.8" 3.32 0.01 0.08 0 0 0.01 0 0.21 0.11 0.08 0 0
"ENSG00000065328.12" 0.2 2.44 2.6 4.45 7.88 1.58 4.45 8.34 13.57 1.43 1.17 0.46
"ENSG00000065357.15" 33.51 18.08 20.5 18.03 24.39 123.93 231.48 93.57 208.8 12.72 29.29 53.75
"ENSG00000065361.10" 19.37 9.77 6.11 24.77 36.6 80.28 187.67 26.03 27.68 18.62 19.79 35.42
"ENSG00000065371.13" 0 0 0 0 0 0 0 0 0.03 0 0 0
"ENSG00000065413.12" 23.77 14.31 18.24 0.47 0.21 0.58 1.68 1.21 1.18 0.33 0.29 2.87
"ENSG00000065427.10" 23.82 28.75 25.37 134.81 117.88 115.58 89.22 159.95 185.11 185.14 192.57 22.01
"ENSG00000065457.6" 14.61 9.55 10.74 11.66 8.94 24.41 30.9 58.85 60.71 11.17 7.92 4.24
"ENSG00000065485.13" 8.8 5.78 6.14 9.67 6.87 15.28 11.14 45.13 53.49 10.55 12.44 8.19
"ENSG00000065491.8" 3.49 2.32 2.42 2.81 1.59 11.67 7.41 12.72 10.41 5.86 5.52 1.51
"ENSG00000065518.7" 32.88 24.53 18.92 521.26 484.87 138.21 125.51 144.02 110.61 402.83 430.32 7.51
"ENSG00000065526.6" 12.52 12.78 10.05 0.57 1.84 31.06 19.74 54.04 56.07 2.27 3.79 9.73
"ENSG00000065534.14" 265.11 4.36 43.98 0.29 0.33 19.34 2.62 61.07 56.08 3.14 2.05 6.09
"ENSG00000065548.13" 23.54 12.47 15.26 58.66 119.41 120.13 64.9 62.19 82.62 56.93 49.11 21.11
"ENSG00000065559.10" 12.27 4.7 9.35 4.21 4.49 14.68 15.78 14.71 23.32 6.73 6.08 4.06
"ENSG00000065600.8" 2.65 2.24 3.56 4.26 4.82 11.27 6.88 9.29 12.44 6.99 6.13 1.55
"ENSG00000065609.10" 0.11 0 0 0 0 0.3 0.16 0 4.78 0.09 0.09 0.14
"ENSG00000065613.9" 26.09 11.27 15.58 6.29 13.19 43.61 79.25 49.6 104.02 2.75 4.54 21.82
"ENSG00000065615.9" 10.12 3.92 6.45 16.2 6.58 13.88 16.66 8.25 18.69 2.55 0.99 5.25
"ENSG00000065618.12" 7.08 19.74 41.24 6.47 9.93 78.35 107.47 1491.99 2746.48 18.01 54.41 3.67
"ENSG00000065621.10" 3.07 1.85 3.54 22.05 23.35 10.17 18.64 12.62 19.23 0.27 0.24 6.05
"ENSG00000065665.16" 4.46 2.02 4.01 3.11 2.07 2.56 4.87 3.1 5.84 1.45 1.36 1.29
"ENSG00000065675.10" 1.46 0.51 3.55 0.03 0.06 2.46 2.7 1.15 0.29 0.13 0.47 0.37
"ENSG00000065717.10" 6.79 1.32 1.39 8.63 6.2 30.06 52.66 0.92 0.45 2.4 3.32 18.58
"ENSG00000065802.7" 6.01 3.05 5.28 9.29 5.58 20.8 13.65 31.65 17.36 11.89 8.73 1.45
"ENSG00000065809.9" 58.84 9.28 25.85 95.55 70.36 40.45 14.66 29.27 34.07 15.2 11.94 9.04
"ENSG00000065833.7" 8.4 4.54 1.53 5.17 4.49 17.03 11.15 22.38 44.4 12.11 8.89 0.72
"ENSG00000065882.11" 27.12 7.33 19.1 4.29 5.7 44.56 55.47 12.31 22.03 18.67 19.04 19.96
"ENSG00000065883.10" 15.19 7.97 12.32 3.64 3.44 36.57 35 31.11 27.83 3.96 4.95 8.43
"ENSG00000065911.7" 8.2 9.51 21.81 123.44 97.39 363.65 37.71 190.41 198.53 125.23 88.94 3.01
"ENSG00000065923.5" 4.37 3.08 9.66 2.78 1.59 10.45 14.19 24.68 43.5 5.13 7.07 0.49
"ENSG00000065970.4" 5.19 2.14 7.91 2.04 2.17 11.13 10.82 14.02 16.65 1.5 2.05 1.27
"ENSG00000065978.13" 157.26 146.15 115.45 821.13 678.92 801.58 667.84 887.85 1115.36 689.63 820.6 183.05
"ENSG00000065989.11" 2.2 1.9 2.28 0.06 0.05 1.23 1.46 1.27 1.61 1.59 2.61 0.58
"ENSG00000066027.7" 18.72 6.82 6.43 10.74 9.68 14.81 15.46 33.96 52.49 9.46 8.3 2.87
"ENSG00000066032.14" 0.05 0 0 0 0.22 0.11 0.01 0 0 0.03 0.09 0
"ENSG00000066044.9" 14.03 7.04 8.87 38.01 18.4 87.52 61.31 56.81 39.57 25.84 24.95 11.3
"ENSG00000066056.9" 8.73 1.03 2.3 0.04 0 0 0 0.03 0.08 0 0.02 1.04
"ENSG00000066084.8" 9.74 5.5 9.2 8.12 7.11 15.03 23.37 28.08 51.28 6.37 5.33 2.56
"ENSG00000066117.10" 18.4 10.23 15.67 11.82 9.11 104.31 88.97 80.18 105.94 12.59 12.55 13.13
"ENSG00000066135.8" 11.14 9.47 9.99 5.72 4.53 80.53 76.45 28.35 24.94 5.17 6.12 10.67
"ENSG00000066136.15" 10.56 6.76 7.61 43.95 32.83 66.11 52.82 43.48 57.35 15.07 16.88 15.17
"ENSG00000066185.8" 0.24 0.05 0.44 0.3 0.11 0.62 0.29 0.44 0.07 0 0.12 0
"ENSG00000066230.6" 0.03 0.04 0 0 0 0.04 0.56 0.17 0.57 0 0 0
"ENSG00000066248.10" 0.71 0.11 0.09 0.97 0.78 0.16 2.46 1.82 2.04 0.75 0.2 3.74
"ENSG00000066279.12" 0.44 2.46 11.51 4.39 7.11 9.35 11.68 25.65 42.61 1.61 1.49 0.53
"ENSG00000066294.10" 6.4 3.89 7.09 0.01 0 0 0.01 0 0 0 0 0.41
"ENSG00000066322.8" 23.23 13.11 13.9 342.77 193.51 102.35 114.71 110.66 94.32 78.41 63.8 13.35
"ENSG00000066336.7" 8.38 10.92 13.84 0.16 0.08 0 0 0 0 0.35 0.21 0.18
"ENSG00000066379.10" 10.91 7.71 7.6 120.29 114.49 58.87 17.61 27.18 17.13 127.71 85.98 3.67
"ENSG00000066382.12" 7.83 1.42 0.23 0 0 14.86 4.89 1.73 0.68 0.01 0 0.55
"ENSG00000066405.8" 0 0 0 0 0 0.19 0.34 0.08 0 0 0.1 0.08
"ENSG00000066422.4" 8.82 5.56 5.6 4.4 3.64 14.55 14.66 13.37 18.82 4.32 2.68 2.86
"ENSG00000066427.17" 12.08 7.69 7.53 6.34 9.26 20.78 30.17 19.32 36.29 11.56 10.39 10.18
"ENSG00000066455.8" 11.21 7.94 10.71 8.56 7.63 54.08 33.19 41.59 45.54 19.12 23.62 7.02
"ENSG00000066468.16" 14.16 6.12 9.67 2.87 3.96 12.43 26.38 43.71 40.94 1.72 1.1 2.31
"ENSG00000066557.5" 5.54 2.32 4.12 9.19 5.92 8.81 12.2 17.58 23.91 5.8 4.19 1
"ENSG00000066583.7" 10.93 3.09 3.33 47.63 34.49 57.32 35.85 16.17 13.05 20.5 14.56 1.73
"ENSG00000066629.12" 15.2 1.1 4.06 0 0 0.15 1.22 1.37 1.06 1.09 0.53 4.51
"ENSG00000066651.13" 8.09 6.06 4.53 22.45 18.82 21.66 16.71 19.95 22.16 6.31 4.06 4.28
"ENSG00000066654.8" 14.62 5.8 8.66 8.11 11.67 25.77 25.58 26.14 36.97 13.32 13.81 4.16
"ENSG00000066697.10" 5.55 2.73 10.14 26.26 22.4 18.31 15.97 66.57 62.56 33.86 32.43 1.72
"ENSG00000066735.10" 0.9 0.21 0.05 0 0 0 0 0.02 0.02 0.01 0 0.14
"ENSG00000066739.7" 10.77 6.99 5.72 0.4 0.34 12.89 22.1 12.05 28.02 1.13 0.8 1.56
"ENSG00000066777.4" 28.38 12.92 20.88 6.99 6.21 62.63 62.9 49.71 46.27 11.06 10.29 17.81
"ENSG00000066813.10" 0.02 0 0 0 0 0 0.01 0 0 0 0 0
"ENSG00000066827.11" 2.95 3.46 2.67 1.48 1.38 8.12 5.99 5.04 5.56 3.26 3.64 3.96
"ENSG00000066855.11" 7.34 6.54 5.88 32.85 21.53 24.19 47.37 61.39 74.3 10.18 7.17 7.94
"ENSG00000066923.13" 0.75 0.59 1.2 6.79 6.06 1.92 17.97 1.61 3.13 0 0.43 1.93
"ENSG00000066926.6" 6.86 2.46 3.96 6.18 4.17 30.96 14.05 24.81 17.12 5.06 3.33 3.8
"ENSG00000066933.11" 22.43 5.33 11.06 3.19 5.15 10.18 12.41 6.29 12.99 5.08 5.79 9.88
"ENSG00000067048.12" 50.3 8.87 21.19 0 0 67.32 83.63 22.89 5.85 0.02 0 0.8
"ENSG00000067057.12" 18.4 10.28 25.56 70.6 59.37 93.93 62.45 88.01 100.32 119.08 131.64 13.34
"ENSG00000067064.6" 15.08 8.24 7.4 52.45 36.59 25.54 56.63 30.87 36.33 4.61 3.11 2.28
"ENSG00000067066.12" 47.54 43.53 73.74 12.94 14.24 166.15 63.27 89.87 79.07 35.35 40.55 25.88
"ENSG00000067082.10" 185.24 22.77 104.34 40.86 92.45 89.19 77.3 41.45 73.74 31.61 24.1 23.4
"ENSG00000067113.12" 74.61 11.07 10.95 16.34 11.91 52.89 75.1 14.91 12.02 46.19 40.46 8.51
"ENSG00000067141.12" 8.66 2.87 6.47 0.24 0.18 23.33 45.55 9.32 8.08 0.39 1.8 1.02
"ENSG00000067167.3" 62.01 24.98 39.06 85.53 45.67 299.28 133.7 309.04 234.95 52.96 38.79 9.98
"ENSG00000067177.10" 2.07 1.18 3.32 0.54 0.6 4.67 4.88 4.88 2.66 1.64 2.11 0.55
"ENSG00000067182.3" 37.89 21.71 66.53 48.08 41.62 132.11 112.21 180.34 145.09 75.64 94.54 24.4
"ENSG00000067191.11" 1.42 0.87 1.21 0.41 0.15 6.18 7.94 4.34 6.96 0.59 1.27 1.17
"ENSG00000067208.10" 17.19 11.29 10.33 5.97 20.44 10.19 18.85 30.87 51.91 3.22 1.69 10.87
"ENSG00000067221.9" 2.7 2.44 4.23 5.35 4.21 5.63 2.39 8.63 2.32 2.46 3.77 1.69
"ENSG00000067225.13" 227.09 132.36 220.2 573.15 356.65 1842.18 2410.64 1289.8 1399.52 817.94 814.06 150.88
"ENSG00000067248.5" 10.4 4.79 5.79 6.38 15.44 20.06 26.55 33.76 46.74 6.76 6.92 4.91
"ENSG00000067334.9" 12.6 6.53 10.84 55.8 128.55 47.62 49.12 185.46 263.04 34.26 49.13 7.49
"ENSG00000067365.10" 5.18 4.41 3.57 9.45 7.28 13.7 18.17 13.67 14.08 10.93 10.62 3.4
"ENSG00000067369.9" 16.2 5.4 12.02 4.09 3.65 44.58 58.64 19.46 33.82 3.22 5.5 22.1
"ENSG00000067445.16" 2.95 0.42 1.36 0 0 0.11 0.26 0.05 0.14 0 0 1.59
"ENSG00000067533.5" 3.98 3.78 2.76 19.07 42.52 16.33 9.41 17.7 26.96 10.28 12.01 6.19
"ENSG00000067560.6" 115.17 45.94 89.13 515.6 336.99 338.27 332.12 244.42 293.09 145.95 115.37 39.55
"ENSG00000067596.6" 9.89 9.49 9.02 6.66 7.1 21.85 28.91 28.71 26.7 8.99 16.35 8.78
"ENSG00000067601.6" 3.08 3.82 3.33 1.98 2.2 3.12 4.03 5.77 2.71 3.47 3.32 3.83
"ENSG00000067606.11" 3.26 4.76 2.26 0.76 1.79 24.7 25.37 28.83 35.73 14.36 17.46 13.16
"ENSG00000067646.7" 7.19 0.73 3.81 0 0 10.92 21.08 4.45 1.66 0 0 0.55
"ENSG00000067704.8" 17.48 12.55 15.81 33.18 25.05 43.03 47.27 87.36 97.59 27.04 21.79 10.51
"ENSG00000067715.9" 1.7 0.32 0.23 0.84 2.92 3.68 8.37 5.59 11.09 0.11 0.18 1.53
"ENSG00000067798.9" 3.94 0.28 1.24 0.11 0.08 0.02 1.27 2.22 10.64 0 0.24 0.34
"ENSG00000067829.14" 13.05 8.52 11.8 42.48 34.97 46.91 54.01 44.6 46.53 25.05 31.24 9.83
"ENSG00000067836.8" 3.31 3.98 1.78 8.25 6.55 16.86 12.56 33.04 21.09 8.69 11.72 7.86
"ENSG00000067840.8" 0.64 0.07 0.17 0 0 0.09 0.42 0 0.07 0.95 0.3 0.04
"ENSG00000067842.13" 0.01 0 0.01 0.02 0 0 0.01 0 0.06 0.1 0 0
"ENSG00000067900.6" 35.67 8.92 25.47 9.46 30.16 24.22 52.23 16.74 44.09 6.12 10.01 11.89
"ENSG00000067955.9" 20.9 18.29 20.49 17.4 14.36 38.95 50.96 62.16 108.62 25.04 20.04 19.42
"ENSG00000067992.8" 9.18 5.4 4.43 0.46 0.37 12.98 24.29 3.93 6.96 8.91 7.55 1.59
"ENSG00000068001.9" 18.73 4.41 9.83 66.85 52.55 21.92 16.21 24.02 8.41 0.11 0.04 2.54
"ENSG00000068024.12" 10.83 4.14 4.58 2.11 0.94 5.42 6.57 8.73 7.79 0.7 1.21 7.05
"ENSG00000068028.13" 6.4 4.55 5.83 3.95 2.67 12.19 4.73 8.99 5.16 0.05 0 0.7
"ENSG00000068078.13" 11.01 49.68 0.09 1.08 0.99 236.41 186.5 23.26 11.72 1.07 2.17 37.31
"ENSG00000068079.3" 10.78 15.46 28.64 32.49 29.7 55.12 8.03 33.65 11.91 17.27 17.22 3.78
"ENSG00000068097.10" 5.37 3.25 5.57 2.9 2.39 15.52 10.29 30.05 21.46 6.2 8.17 2.48
"ENSG00000068120.10" 8.73 16.24 8.33 37.79 29.48 95.86 44.59 92.16 44.72 30.5 32.94 11.26
"ENSG00000068137.10" 11.43 7.19 1.43 12.85 10.9 36.81 16.52 22.52 9.4 11.99 18.02 8.25
"ENSG00000068305.13" 27.55 11.33 12.96 3.7 2.16 36 35.8 29.24 37.81 2.6 2.77 11.45
"ENSG00000068308.9" 9.31 8.52 8.84 6.63 4.87 56.27 50.45 27.68 27.13 13.52 24.39 7.63
"ENSG00000068323.12" 11.55 7.97 6.98 3.98 3.56 53.95 31.24 16.65 16.91 7.49 10.68 5.12
"ENSG00000068354.11" 2.69 2.64 2.8 2.92 1.45 7.95 6.63 12.66 8.58 2.43 3.05 1.9
"ENSG00000068366.15" 25.63 7.06 22.77 4.96 4.45 13.57 25.4 32.22 132.7 14.9 10.57 3.86
"ENSG00000068383.14" 12.72 3.55 4.18 9.48 10.83 10.24 13.63 17.4 17.97 6.78 7.92 2.85
"ENSG00000068394.9" 6.58 4.28 4.93 12.88 12.57 31.44 16.26 14.63 7.21 13.19 14.26 2.99
"ENSG00000068400.9" 7.37 9.68 9.16 1.73 3.59 46.48 41.28 17.5 18.35 4.65 10.23 13.85
"ENSG00000068438.10" 7.23 8.36 11.69 32.72 27.36 60.99 23.99 51.94 39.62 36.17 28.76 7.34
"ENSG00000068489.8" 0.57 3.66 6.85 4.87 15.31 12.23 17.54 50.11 97.05 4.45 13.95 1.65
"ENSG00000068615.12" 5.38 0.01 0.14 0.11 0 0.15 0.43 0.09 0.18 0.37 0.05 0
"ENSG00000068650.14" 4.92 5.93 5.3 2.31 3.42 2.92 4.53 17.23 19.33 2.11 2.95 4.06
"ENSG00000068654.11" 5.58 5.5 3.92 0.74 0.92 18.39 27.42 22.22 58.84 1.75 2.55 5.55
"ENSG00000068697.6" 89.73 23.78 42.79 262.58 177.26 163.58 342.99 136.92 203.76 119.37 68.2 10.38
"ENSG00000068724.11" 5.87 5.29 10.07 9.49 8.71 7.61 5.14 17.94 14.38 8.81 12.26 3.39
